Gene	10|1	10|2	20|1	20|2	45|1	45|2	90|1	90|2	180|1	180|2	360|1	360|2	720|1	720|2	1440|1	1440|2	20|3	20|4	90|3	90|4	180|3	180|4	360|3	360|4	720|3	720|4	1440|3	1440|4
AT4G34070	-0.0304	-0.3206	0.0787	-0.2437	0.0717	0.1403	0.1434	-0.0101	-0.2463	-0.2879	0.0431	-0.2384	0.1502	-0.0488	0.0932	-0.3329	0.1418	-0.182	0.0599	0.2028	-0.1205	0.1627	-0.1891	0.0586	-0.0493	0.0767	0.0855	-0.2833
AT4G34090	0.0055	-0.1113	0.1317	-0.1032	-0.149	-0.1772	-0.119	-0.2815	-0.0386	0.0666	0.2654	-0.1485	0.4579	0.0619	0.0001	0.0803	-0.0909	-0.1404	-0.1487	-0.4466	-0.1734	-0.2571	0.1722	0.0225	-0.1337	-0.1145	-0.5053	-0.4613
AT4G34100	-0.1805	-0.0425	0.0792	0.0355	0.4566	0.5439	0.1031	0.4855	-0.0871	-0.1852	-0.3904	-1.7069	-0.7915	-0.5218	-0.6833	-0.455	0.2862	0.4545	0.092	-0.0297	-0.0785	-0.0513	-0.0152	-0.0309	-0.0732	-0.1506	0.041	0.0631
AT4G34110	-1.8027	-2.1362	-1.5193	-1.9433	-0.4698	-0.5545	-0.8207	-0.4446	-1.0156	-1.3394	-2.1376	-3.0173	-2.2316	-2.4874	-2.237	-2.256	-1.395	-1.3825	-1.4882	-1.5138	-2.2401	-1.8131	-2.1618	-2.3043	-2.1329	-1.9349	-2.0191	-1.9336
AT4G34120	0.5846	0.5981	0.4449	0.4007	0.2127	0.0378	0.3717	-0.1535	0.1432	0.1586	0.3042	0.1512	0.1055	0.4757	0.4865	0.0146	-0.0693	-0.1365	-0.2576	-0.1773	0.0026	-0.0322	-0.1482	0.0828	-0.1003	0.1699	0.1919	0.4231
AT4G34131	0.2447	0.6327	0.2384	0.6471	0.9321	0.6687	1.4883	1.1265	-0.1937	-0.0272	-0.3244	-1.5027	-0.4556	-0.4917	0.0856	-0.538	-0.0751	0.0623	0.6255	0.6395	0.7686	0.91	0.6046	0.865	0.1336	0.0076	0.1822	0.7014
AT4G34135	-0.1957	0.2783	-0.1041	0.1704	0.7949	0.8833	1.3113	0.7389	-0.3782	-0.3712	-0.9037	-0.754	-0.4879	-0.6393	-0.2296	-1.0154	0.2366	0.2762	0.8708	1.0846	0.9617	0.7467	0.6673	0.8249	0.198	0.2683	0.4765	0.7366
AT4G34138	0.5081	0.3887	0.5963	0.699	1.3886	1.2254	0.7487	0.8734	-0.4838	0.091	-0.6905	-0.3962	-0.5829	-0.3519	-0.6255	-1.3063	0.6736	1.0128	0.2492	0.2741	1.0458	0.6896	0.5373	0.6568	0.073	0.2122	0.0113	0.002
AT4G34139	1.1853	0.8491	0.0352	0.2608	0.8023	0.8829	0.2745	0.0398	0.6328	-1.3954	0.2504	-0.7827	0.9705	0.6504	-0.1748	-0.6543	0.1662	-0.0341	1.0282	-0.2295	0.5576	0.3818	-0.8907	0.1108	0.0434	0.5495	0.8576	-0.8907
AT4G34140	0.14	0.2786	0.4517	0.0033	0.466	0.2218	0.7521	0.5022	0.1874	0.1045	0.0988	-0.0913	-0.288	-0.5399	-0.1906	-0.4591	0.2136	-0.1826	0.3052	0.3972	0.2844	0.1638	0.11	-0.1658	0.0002	0.1102	-0.0439	-0.2381
AT4G34150	1.5976	1.3997	2.1029	1.8318	1.0345	0.9688	0.8043	-0.4528	-0.4677	-0.4083	-0.2412	-0.4468	-0.6596	-0.766	-0.0173	0.0263	2.6823	2.5571	-0.3726	-0.2381	0.1164	-0.3632	-0.2351	-0.2338	0.1339	0.1981	0.7894	1.0447
AT4G34160	0.0284	0.203	-0.0724	0.2745	-0.6385	0.174	-0.2421	-0.0482	-0.0004	0.5775	0.1862	-0.0159	-0.0047	0.3163	-0.3303	0.2632	-0.2276	-0.7223	-0.2256	-0.1769	-0.1803	0.0395	-0.2022	0.2059	0.1151	0.4177	-0.5103	-0.3024
AT4G34180	-0.3973	-0.266	-0.1219	-0.3911	0.468	0.3792	0.6054	0.3586	0.2379	-0.031	0.1025	0.599	-0.1557	-0.2244	0.208	-0.0879	0.313	0.4002	0.54	0.5122	0.3023	0.415	0.1173	0.3157	-0.0818	0.0961	0.5416	0.719
AT4G34190	0.0111	-0.2549	-0.0224	-0.2204	-0.1304	-0.4408	-0.1211	-0.5009	-0.1875	-0.0608	0.1336	0.3337	0.8	0.3355	0.5304	0.3405	0.0976	-0.1753	-0.0575	0.0142	-0.0616	-0.0876	-0.0882	-0.0918	-0.0026	0.0399	-0.1543	-0.2001
AT4G34200	0.3446	0.338	0.3249	0.4567	-0.6052	-0.1874	-0.52	-0.2529	0.2392	0.4965	0.1753	0.3848	0.0688	0.3153	0.1726	0.3891	-0.3052	-0.5497	-0.2059	-0.1432	-0.3924	0.1703	0.1003	0.2443	0.0772	0.0591	-0.0192	0.0817
AT4G34215	-0.056	-0.1939	0.1147	-0.3062	-0.0384	0.0445	-0.1544	-0.1499	0.0472	-0.2705	0.3176	0.2452	0.3288	0.0361	-0.116	-0.0754	0.159	0.1441	0.0214	0.1403	-0.558	-0.422	-0.2227	-0.1221	-0.1452	0.0833	-0.0229	-0.2326
AT4G34220	0.3939	0.5572	0.2933	0.5253	-0.3369	0.1984	-0.3105	-0.0766	0.338	0.565	0.8032	0.0952	0.33	0.4778	-0.2232	0.2851	-0.558	-0.9515	-0.5467	-0.658	-0.23	-0.1884	-0.3415	-0.0915	-0.2135	-0.0767	-0.4268	-0.2051
AT4G34230	1.7771	2.4028	1.6315	1.892	0.2407	0.5224	1.133	0.6799	0.6718	0.8786	1.1269	1.4666	1.1099	1.0906	1.5182	1.1832	-0.3742	-0.2641	0.2853	0.3214	0.476	0.4138	0.5466	0.6198	0.322	0.3657	0.5071	0.6126
AT4G34240	0.6462	0.8058	0.6173	0.7141	-0.1818	-0.2248	0.3097	-0.2577	0.1846	0.1807	0.3655	-0.425	0.2347	0.2296	0.4873	0.1841	-0.3009	-0.7619	-0.3524	-0.2452	0.0471	-0.0787	0.3194	0.1608	0.148	0.1517	0.1983	0.0392
AT4G34250	0.53	0.5258	0.5036	0.4739	0.3723	0.3388	-0.7611	0.073	0.235	0.4854	0.0684	-0.6167	-0.1289	0.392	-0.0259	0.2271	-0.2971	0.0962	-0.6188	-1.0297	-0.0123	-0.2505	-0.3555	-0.2028	-0.2556	-0.3355	-0.5588	-0.9515
AT4G34260	-0.0669	-0.4874	0.3662	-0.1194	0.0061	0.0738	-0.1649	-0.1702	-0.0675	-0.1468	-0.1703	-0.9503	-0.3448	-0.3613	-0.566	-0.2367	0.6478	0.5485	0.2284	0.0452	-0.3171	-0.1773	-0.2282	-0.2065	0.0613	0.1467	-0.0141	0.1408
AT4G34265	-0.2029	-0.0904	-0.0793	-0.163	-0.1061	0.0104	0.021	0.0179	0.086	0.2764	0.2245	-0.8584	0.0041	0.0089	-0.267	-0.0525	0.0893	-0.0517	-0.0086	0.4302	-0.0579	0.0932	-0.2523	-0.1704	-0.2193	-0.0326	-0.3473	-0.3299
AT4G34270	-0.0912	-0.4651	-0.0458	-0.19	-0.0146	0.1274	0.186	0.0861	0.0541	0.0947	-0.0492	-0.415	-0.1308	-0.2592	-0.1842	-0.2152	0.1616	0.1035	0.2614	0.2328	-0.0325	0.1642	-0.0507	-0.0323	-0.1981	0.1252	0.1181	0.0949
AT4G34280	-0.0187	0.2596	0.0793	0.2158	0.4144	0.7671	0.2995	0.4585	0.0464	0.4762	-0.0989	-1.2682	-0.338	-0.4672	-0.1647	-0.5807	0.0433	0.144	0.2939	0.1699	0.368	-0.0472	0.0991	-0.2637	-0.1193	0.0254	-0.2824	-0.124
AT4G34290	0.2396	0.1849	0.1962	0.4085	-0.8957	-0.5964	-0.735	-0.8296	0.2906	0.7516	0.159	0.2786	-0.1264	0.2715	0.0609	0.3861	-0.1461	-0.6977	-0.2621	-0.3117	-0.3023	-0.001	-0.12	-0.092	-0.3799	-0.1578	-0.3403	-0.7683
AT4G34310	-0.5377	-0.23	-0.3774	-0.209	0.0317	0.2264	0.2386	0.0906	-0.228	-0.0591	-0.781	-2.1381	-1.2206	-0.9513	-0.4629	-0.6724	-0.1637	-0.0823	0.2837	0.4847	-0.0099	-0.0027	-0.0329	-0.0533	-0.044	-0.0016	0.0837	0.0722
AT4G34320	0.1212	0.2911	-0.0455	-0.1585	-0.2344	0.2653	0.4278	0.3911	0.2382	0.3342	0.0292	0.3109	0.6279	0.7916	1.6797	2.0591	-0.301	-0.2917	-0.3781	0.1033	-0.2025	-0.0222	0.0948	0.3146	-0.0023	0.0424	1.9249	1.6359
AT4G34340	0.2141	0.0394	0.2446	0.2191	-0.0879	0.221	0.2383	-0.2743	-0.3976	0.2143	-0.1575	-0.1396	-0.6461	0.0498	-0.0559	-0.1313	0.2118	-0.126	0.0359	-0.0118	-0.672	-0.0145	-0.3899	-0.1354	-0.1981	-0.1168	-0.3892	-0.4401
AT4G34350	0.0686	0.1716	-0.0495	0.0875	0.396	0.3016	0.402	0.4593	-0.3278	-0.2399	-0.0431	-0.2973	-0.4288	-0.702	-0.1369	-0.2287	-0.0127	0.1949	-0.1666	-0.0895	0.2803	-0.1808	-0.3036	-0.443	0.0462	0.0756	-0.099	-0.2512
AT4G34360	0.5853	0.3117	0.7435	0.3308	0.1115	-0.0433	-0.3305	-0.2723	0.5456	0.7974	-0.1237	0.2009	-0.0595	0.11	0.0044	0.3754	0.3154	0.3238	0.23	-0.3135	0.416	0.2357	-0.3869	-0.2324	-0.3561	0.2627	0.0483	0.0556
AT4G34370	-0.3648	-0.3698	0.0596	-0.3428	0.3574	0.4702	0.2601	0.4636	0.204	-0.124	-0.4703	-1.8778	-0.9753	-0.7134	-0.3603	-0.517	0.5074	0.5252	-0.1822	0.1198	-0.0309	-0.0345	-0.2745	-0.0983	-0.1157	-0.0676	0.0855	0.0335
AT4G34390	0.2822	0.5181	0.7784	0.7893	0.4931	0.3637	0.6183	0.0228	-0.1219	-0.0082	-0.3075	-0.9598	-0.5649	-0.3167	0.1916	-0.0681	1.7168	1.6111	0.0815	0.1018	0.1315	0.2067	0.0599	-0.0289	-0.2011	0.0753	0.8939	1.0548
AT4G34412	-0.1165	-0.3218	-0.077	-0.3555	0.2649	0.1622	0.029	0.2111	0.0586	0.0631	-0.0043	0.222	-0.8112	-0.517	0.1066	-0.0254	0.0865	0.1518	0.2394	0.2268	-0.3083	0.0029	-0.6318	-0.0235	-0.1009	-0.3669	0.0314	-0.0161
AT4G34419	-0.3136	0.041	0.6853	-0.1491	0.2679	-0.2566	0.0089	-0.3469	0.2086	0.5274	0.7191	1.1661	1.0199	0.3084	0.7525	0.5542	0.3116	0.5083	-0.0429	-0.4829	0.4837	0.164	-0.0445	0.1929	-0.1413	-0.0923	-0.0162	-0.0661
AT4G34420	-0.072	-0.3879	-0.245	0.358	-0.8738	0.0028	0.1166	-0.3069	0.4682	0.1665	-0.2441	-0.1894	0.4928	0.3208	-0.0697	0.1131	-0.1454	0.0626	-0.0135	0.3544	0.0207	-0.3528	-0.2732	-0.0917	0.1763	-0.0819	-0.1015	0.032
AT4G34430	0.0754	0.3172	0.2332	0.3647	-0.1617	0.2347	0.1827	0.1178	-0.0779	0.2296	-0.2783	-1.1704	-0.6132	-0.201	-0.2894	-0.1037	0.3381	0.1804	-0.0457	0.0768	-0.2276	-0.0299	-0.0964	-0.181	-0.1345	-0.2115	-0.0458	-0.1537
AT4G34450	-0.0863	0.0511	-0.0874	-0.0518	-0.0893	0.0158	-0.0163	-0.0379	0.1966	0.0319	-0.1625	-1.0094	-0.3446	-0.1618	-0.2611	-0.1629	-0.1163	-0.0939	0.1715	0.0734	-0.1078	0.1008	0.1082	0.1862	0.0494	-0.004	-0.0859	0.2715
AT4G34460	-0.1239	-0.1181	0.1698	0.0306	0.3897	0.4348	0.2864	0.2632	-0.1792	-0.1633	0.1137	-0.4941	-0.1102	-0.0799	-0.1253	-0.1274	0.6234	0.6151	0.0143	0.1467	-0.1912	-0.1396	-0.3969	-0.0979	-0.1383	0.0937	0.2549	0.3603
AT4G34480	0.2021	0.2398	0.4887	0.3144	0.4266	0.5172	0.3694	0.386	0.1512	-0.1427	0.3053	-1.2487	0.7207	0.2216	0.8803	0.6951	0.2806	0.3344	-0.1879	-0.4044	-0.3692	-0.2818	0.1486	0.1365	-0.0071	0.0438	0.9964	1.1703
AT4G34490	0.3323	0.5109	0.118	0.367	-0.4436	-0.1423	-0.1379	-0.2594	0.1003	0.0913	0.6579	-0.0595	0.6168	0.9098	0.4785	0.4026	-0.1743	-0.5086	-0.2061	-0.1255	-0.1607	-0.0593	0.259	0.2394	-0.0119	-0.0864	-0.3108	-0.2609
AT4G34500	-0.3082	-0.0958	-0.0028	-0.178	0.034	0.2882	-0.2145	-0.0583	0.1728	-0.4619	-0.0168	-0.6405	-0.035	0.0091	0.0338	0.1418	-0.17	-0.1992	-0.3416	-0.3729	-0.5637	-0.1738	-0.149	0.0576	0.1127	0.1846	-0.1825	0.0864
AT4G34510	-0.0918	-0.1237	0.0729	0.2101	-0.5576	-0.3593	-1.1546	-0.7936	-0.9374	-0.5002	-0.4241	-0.5962	-0.0091	0.3737	0.5189	0.3707	-0.2051	-0.3708	-0.692	-0.5175	-0.7036	-1.1188	-0.3041	-0.2648	0.3301	0.1955	0.01	-0.0961
AT4G34530	0.4177	0.3006	0.4671	0.6135	0.7359	0.7746	-3.8101	0.6198	1.9152	1.6877	-0.8972	-0.6901	-0.6227	-0.5328	-3.8101	-2.4515	1.079	1.0678	0.6974	0.4023	0.8215	-1.0707	-1.0598	-1.0707	-1.0707	-0.2582	0.687	-0.0134
AT4G34540	-0.4036	0.1851	-0.1389	-0.1862	0.2019	0.3387	0.0186	0.4594	0.141	0.5136	-0.0868	-0.9184	-0.5537	-0.2771	-0.0324	0.1898	-0.155	-0.0074	0.2946	0.3376	-0.2056	0.0556	-0.2001	-0.1903	-0.0613	0.1459	-0.0395	0.1389
AT4G34555	0.3178	0.2391	0.245	0.2092	-0.5781	-0.2745	-0.4155	-0.628	0.2377	0.3674	0.0605	1.3027	0.0556	0.1806	0.0774	0.2461	-0.0401	-0.326	-0.0241	0.1292	-0.02	0.0677	-0.0239	0.0049	-0.1315	0.1115	-0.2009	-0.2075
AT4G34560	-0.2641	0.0965	-0.1906	0.1054	-0.6875	0.1396	0.2578	0.4859	0.1098	0.4315	0.4926	0.2275	0.2776	0.3486	-0.0222	0.3288	0.04	-0.0652	-0.2346	-0.0432	0.4182	-0.035	0.1059	-0.2668	0.0076	0.0118	0.229	0.1563
AT4G34570	0.268	0.2882	0.3385	0.4074	-0.2657	-0.3116	-0.1004	-0.0368	0.7237	0.7089	0.3143	-0.5862	-0.2541	0.1408	0.1674	0.2489	-0.0954	-0.4377	-0.0075	0.1462	0.119	0.4403	0.3726	0.2544	-0.1086	0.1936	0.1846	-0.1048
AT4G34580	-0.4962	-0.345	-0.0428	-0.1	-0.2976	0.352	-0.7025	-0.0596	-0.3137	-0.0748	-0.0241	-0.4449	-0.1727	0.1546	-0.48	-0.284	0.147	0.1796	0.4291	0.4982	0.2578	0.1461	0.2197	-0.0085	0.4274	-0.0843	-0.0744	0.0103
AT4G34590	-0.1109	0.7586	-0.0135	0.7021	-1.788	-0.8961	0.6683	-0.8736	-0.0731	0.3773	0.0902	-0.5482	0.1208	0.6466	0.2588	0.6839	-0.5596	-1.5769	0.4827	0.5867	-0.2438	0.0323	0.2804	0.2494	0.2066	0.1348	-0.0412	0.5519
AT4G34600	-0.7628	-0.8181	-0.5622	-0.971	-0.0528	0.0923	0.4891	0.0237	0.4535	0.0651	0.1548	0.8063	-0.5093	-0.2314	0.1508	-0.3526	0.1108	0.1588	0.5184	0.4493	0.3684	0.1721	0.034	0.1037	-0.1734	0.1542	0.1631	0.252
AT4G34610	-0.425	0.1041	-0.7394	-0.4763	-1.9758	-1.1264	0.7338	-0.747	-0.9289	-0.4464	0.1601	-0.0029	0.227	0.1136	-0.3058	-0.0897	-0.7742	-1.1606	0.4418	0.704	0.2801	0.291	0.0978	0.1033	0.3077	0.3353	-0.0227	-0.0797
AT4G34620	-0.0048	-0.4483	-0.0202	-0.3263	0.1963	-0.1494	0.1388	-0.0143	0.1952	0.0409	0.6025	0.915	1.0634	0.6766	0.4004	0.335	0.07	-0.2048	-0.0818	0.0126	-0.1289	-0.1356	-0.1726	-0.0818	-0.1113	0.0726	-0.1657	-0.4993
AT4G34630	0.5432	0.6281	0.5695	0.5771	-0.6074	-0.9906	0.4955	-0.7684	-0.246	-0.515	1.0063	1.6682	1.2318	0.9499	0.8559	0.8599	-0.7153	-0.7076	-0.0623	-0.2645	0.0794	0.0259	0.3601	0.445	0.296	0.1032	0.5744	0.865
AT4G34640	-0.1722	-0.1047	-0.0958	-0.1867	-0.0244	0.024	-0.0203	0.106	-0.0299	-0.0548	-0.1865	-0.7994	-0.4058	-0.2656	-0.2725	-0.3536	0.0147	-0.1144	-0.0412	0.0951	-0.0493	-0.0506	-0.0606	-0.0538	0.0079	0.0001	-0.1623	-0.0721
AT4G34650	0.8846	1.844	0.6943	1.3808	-0.8958	0.0835	0.2446	-0.1294	0.5039	0.6592	1.6612	1.5789	1.7695	1.7263	2.3411	1.5577	-0.8931	-1.0288	-0.5308	-0.4796	0.0875	0.2732	0.423	0.1172	0.3042	0.3127	0.118	-0.0635
AT4G34660	-0.0798	-0.0512	-0.0019	-0.223	-0.097	0.2235	0.2022	0.1589	0.0364	-0.0162	-0.0437	-0.4811	-0.0237	-0.0778	-0.1819	-0.2115	0.1622	0.0057	0.416	0.2996	-0.1605	-0.0063	-0.0162	-0.0255	0.0586	-0.2055	-0.0205	0.0238
AT4G34670	0.1816	0.0637	0.2287	0.2127	0.078	0.0802	0.1265	0.0663	0.3911	0.3172	0.0535	0.9177	-0.1272	0.0987	0.2371	0.2545	0.0166	-0.2055	0.0103	0.0511	-0.1161	0.0601	-0.1789	-0.0027	-0.132	-0.02	-0.1261	-0.3286
AT4G34680	-0.1437	-0.0288	-0.36	-0.0967	0.0556	0.2791	0.2446	0.1268	-0.2018	0.0477	-0.1877	-0.3266	-0.1194	-0.2485	0.4269	-0.0755	-0.1281	-0.2322	0.1701	0.5095	-0.0872	0.0804	-0.046	0.0163	-0.0725	0.3256	0.1283	0.3629
AT4G34700	-0.0756	-0.5679	0.0187	-0.3727	-0.0944	-0.3643	-0.0211	-0.3974	0.3756	-0.0367	0.3183	0.8129	0.4642	0.1212	0.1007	0.0823	0.1609	-0.0925	0.0541	0.2918	-0.1279	0.0955	-0.0162	0.1428	0.0398	0.1616	0.0156	0.1863
AT4G34710	-0.7627	-0.005	-0.8219	-0.575	-0.6562	0.1834	0.659	0.1502	-0.6716	-0.3918	-0.7771	-1.6157	-0.9161	-0.8686	-0.1723	-0.4501	0.0432	-0.26	0.888	1.1076	0.4466	0.5722	-0.0639	-0.1785	-0.1582	-0.0023	0.2892	0.3378
AT4G34720	0.1193	0.0677	0.0775	0.0376	-0.1597	-0.1381	0.0562	-0.1386	-0.1049	-0.1681	0.579	0.5241	0.6448	0.4621	0.2599	0.2888	-0.0575	-0.1574	0.0213	0.0587	-0.0442	-0.0225	0.0549	0.1552	0.228	0.1855	-0.0291	0.0908
AT4G34730	0.3562	0.1553	0.2242	0.2258	-0.252	-0.5091	-0.0555	-0.4987	0.2308	0.1751	0.7259	0.7517	0.7414	0.5461	0.3893	0.2536	-0.1408	-0.1682	-0.0648	0.1101	0.1335	0.02	-0.0549	0.0404	-0.0179	0.21	-0.2959	-0.4549
AT4G34740	-0.6263	-0.3914	-1.3434	-0.6239	-1.3648	-1.0978	0.1009	-0.5146	-0.5198	-0.3894	-0.5371	-1.1784	-0.5004	-0.1385	-0.3823	-0.1821	-1.0919	-1.2624	0.2756	0.2408	0.3292	0.1166	-0.1958	-0.1811	-0.7057	-0.7781	0.1207	-0.5241
AT4G34750	-0.7993	-0.4312	0.0216	-0.4285	-0.1921	-0.7193	-0.4089	-0.3489	0.4182	0.3096	0.4026	0.0107	0.5741	0.2817	0.3882	0.2779	-0.4252	-0.423	-0.3014	0.0102	-0.7538	-0.3455	-0.0044	-0.18	-0.2948	0.0662	0.1371	0.304
AT4G34760	-0.0934	-0.1511	0.9073	0.3604	0.3884	0.7588	0.855	1.4368	1.2932	1.8116	0.497	0.4151	0.5407	0.6844	0.3919	0.8421	-0.0156	-0.2772	-0.4884	-0.4101	-0.1846	-0.429	-0.3242	-0.1655	0.0555	0.2121	-0.0631	0.0636
AT4G34770	-0.2613	-0.5772	0.1752	0.1009	0.1222	0.4947	-1.3414	0.9793	2.0414	1.6443	0.5181	-0.212	-0.4344	-0.7663	-0.6883	0.0963	1.0776	0.8696	0.1207	-0.5224	-0.2449	-0.7622	-0.4869	-0.4924	0.0523	0.4035	0.3666	0.2605
AT4G34800	-0.4647	-0.1836	0.0476	-0.6186	-0.6114	0.3113	0.0034	-0.2873	0.5746	0.3078	0.3802	0.2366	0.403	0.6987	0.7076	0.1684	0.0022	-0.0603	-0.2675	0.7516	-0.2837	-0.5962	-0.6896	-0.3678	-0.2555	-0.0698	-0.4217	-0.1341
AT4G34810	-0.0512	-0.1447	-0.1569	0.1649	-0.0033	-0.1526	-0.4418	-0.6983	0.0985	0.1465	-0.3354	-0.0019	-0.2243	-0.2866	-0.9997	-0.2407	0.7567	0.7502	0.0391	0.4169	-0.054	-0.3676	-0.4415	-0.5798	-0.153	0.0803	-0.0931	-0.1752
AT4G34830	0.2867	0.2286	0.0683	0.1093	-0.124	-0.2625	-0.0343	-0.2882	0.0398	0.2309	0.0953	-1.6472	-0.0857	0.005	-0.2748	-0.0315	-0.3677	-0.4283	-0.3167	-0.6306	-0.1183	-0.2155	0.1444	0.0097	-0.1668	-0.1486	-0.2358	-0.487
AT4G34840	-0.1761	-0.1189	0.0364	-0.3756	0.0622	0.1232	0.1309	0.1059	0.3559	0.0813	-0.0114	-0.2987	-0.5354	-0.5734	-0.0884	-0.1007	0.0625	0.0428	0.2754	0.2739	-0.2086	0.1584	-0.03	0.1753	0.0763	0.2202	0.0877	0.0595
AT4G34860	-0.6328	-0.1881	-0.3627	-0.6081	-0.0972	0.4567	0.0622	0.2185	-0.0951	-0.2849	-0.2004	-0.1153	-0.5097	-0.3747	-0.1604	-0.324	0.011	0.0735	-0.026	0.3471	-0.1258	0.0788	-0.0077	-0.1161	-0.1995	-0.2822	-0.5083	-0.4255
AT4G34870	-0.0171	0.0627	0.1076	0.1274	-0.4688	-0.1066	-0.3127	-0.2606	0.3949	0.49	0.4885	0.7935	0.3925	0.4251	0.7797	0.665	-0.2196	-0.443	-0.0418	-0.0252	-0.3114	-0.0039	-0.1435	0.0602	-0.0512	-0.0109	-0.0666	-0.0139
AT4G34880	-0.5181	0.2636	-0.0792	-0.2328	-0.4464	-0.309	-0.1205	-0.6511	0.0944	0.4813	0.0452	0.0469	0.2674	0.0696	0.2567	0.067	0.1691	-0.3954	0.2006	0.1944	-0.0792	0.0333	0.4007	0.0651	-0.3337	-0.056	0.2346	0.1123
AT4G34881	-0.7355	-1.0455	-0.9038	-1.018	0.0783	0.0753	-0.0097	0.2538	-0.6106	-0.8216	-0.6235	-1.0033	-0.2733	-0.653	-0.6586	-1.2085	0.4962	0.4087	0.1415	0.5204	0.2507	-0.1651	-0.1667	-0.4507	-0.7267	-0.262	-0.4642	-0.1129
AT4G34890	-0.4466	-0.2565	-0.4418	-0.4379	0.0711	0.1466	0.5203	0.6859	0.0813	-0.179	-0.6225	-1.818	-0.9298	-0.7797	-0.8023	-0.8525	0.0822	0.3364	0.3933	0.216	0.2633	0.239	0.2026	0.0896	0.0698	0.0427	0.0475	0.3946
AT4G34900	0.3583	0.4451	0.4974	0.4873	-0.3666	-0.0392	-0.6614	-0.5597	0.6811	0.768	0.5929	-0.9043	0.8289	0.8666	0.741	0.527	-0.2918	-0.8438	-0.7858	-0.8781	-0.1129	0.444	0.4537	0.2828	-0.0485	0.0976	-0.5026	-0.5521
AT4G34910	-0.083	0.2819	-0.0303	0.3503	-0.0471	0.0344	0.1384	-0.0542	-0.05	0.2814	-0.4175	-0.6289	-0.7796	-0.1591	-0.0914	0.091	-0.3449	-0.6185	0.2793	0.1992	0.0045	0.4459	0.1172	0.0849	-0.2805	-0.259	0.0543	0.0395
AT4G34920	-0.4031	-0.1808	-0.4741	-0.4469	-0.4887	-0.3128	0.1122	0.0258	-0.4195	-0.4174	0.334	0.1222	0.5714	0.5132	0.1733	-0.1777	-0.1429	-0.1106	0.0788	0.1115	0.0316	0.149	0.0557	0.1707	-0.0914	-0.074	0.0213	-0.1411
AT4G34930	-0.9006	-0.6232	-0.9484	-0.2276	-1.3769	-0.489	-0.3094	-0.6086	-0.2783	-1.1261	-0.6178	-1.2351	-0.5208	-0.4979	-0.3548	-0.479	0.0969	-0.0497	-0.0637	0.5531	-0.4076	0.0958	-0.5813	-0.4354	-0.0586	-0.0628	0.1036	-0.0108
AT4G34950	-1.3518	-1.349	-1.821	-1.8354	-2.5265	-2.3447	0.7736	-1.706	-1.2804	-1.7535	-1.1347	-2.2832	0.2642	0.4749	0.134	-0.8621	-1.1658	-2.0034	1.3349	1.0278	-0.899	-0.0749	0.0781	0.5784	-0.6414	-0.5179	0.3735	0.8927
AT4G34960	-0.0675	-0.1759	0.1032	-0.124	-0.414	-0.2142	-0.0128	-0.0855	0.5668	-0.0462	0.3084	0.191	0.1376	0.3723	0.2109	0.1584	-0.0541	-0.2354	0.0185	0.336	-0.1081	0.0769	-0.078	0.1723	-0.0192	0.1207	-0.229	0.4098
AT4G34970	-0.2023	-0.2725	-0.1402	-0.2807	1.209	0.5676	0.2322	0.6629	0.2079	-0.2532	-0.1985	-0.242	-0.3175	-0.522	-1.1863	-1.0935	0.2174	0.3489	0.1781	0.6725	0.1141	0.0154	-0.539	-0.3827	-0.7817	-0.4085	-0.3672	-0.3613
AT4G34980	0.0081	0.3139	-0.3113	0.0375	-0.501	0.0105	-0.0803	-0.0268	0.0696	-0.0829	0.4949	0.2501	0.544	0.7837	0.1	0.3855	-0.6644	-0.7065	0.0666	0.0259	-0.4079	0.0349	0.0122	0.0643	-0.0535	0.0424	-0.0665	-0.1391
AT4G34990	0.7467	1.4191	0.3807	0.8758	-0.1999	0.2139	0.5949	-0.1079	0.0175	0.3359	0.0512	0.6488	0.0112	-0.0698	0.6134	0.2747	-0.3524	-0.5727	0.4213	0.5644	0.5525	-0.0298	-0.1378	0.2263	-0.3101	-0.2166	-0.1063	-0.241
AT4G35000	0.1772	0.0716	0.1129	0.1903	0.0757	-0.1469	0.1646	-0.0016	-0.1177	-0.0527	0.1466	0.0167	0.3333	0.0868	0.0665	-0.0463	-0.1158	-0.2665	0.074	-0.1359	-0.0795	0.0166	0.0934	0.2267	0.0067	0.0512	-0.0158	-0.0395
AT4G35020	-0.2122	-0.29	0.1501	-0.2688	0.4508	0.5133	-0.0317	0.4927	0.3086	0.2149	0.0162	0.3964	0.1259	0.0295	0.1919	0.0747	0.4251	0.1644	-0.1764	-0.0754	0.0987	0.0189	-0.1514	-0.1253	0.1523	0.4119	0.2742	0.3519
AT4G35030	0.0498	0.2757	-0.0259	0.3598	-0.7866	-0.9751	-0.5764	-0.7979	-0.1206	0.0747	-0.1343	-0.2957	0.3197	0.4717	0.8214	0.4335	-0.2644	-0.6753	-0.4482	0.3328	0.0717	0.3022	0.1345	0.6273	0.1814	0.0786	0.2602	0.3309
