Gene	10|1	10|2	20|1	20|2	45|1	45|2	90|1	90|2	180|1	180|2	360|1	360|2	720|1	720|2	1440|1	1440|2	20|3	20|4	90|3	90|4	180|3	180|4	360|3	360|4	720|3	720|4	1440|3	1440|4
AT4G33010	0.1111	0.3449	-0.0802	0.2585	-0.8567	-0.7458	-0.6572	-1.136	-0.5489	0.0842	0.1199	-1.3704	0.0229	0.1465	-0.5421	-0.1529	-0.5109	-0.6977	-0.4461	-0.7753	-0.2123	-0.202	0.3747	0.2416	0.1015	-0.0877	-0.5434	-0.3538
AT4G33030	0.4954	0.423	0.3222	0.662	-0.3635	-0.1096	0.0252	-0.0161	0.5406	0.6018	0.5608	0.504	0.8112	0.5491	0.6244	0.7626	-0.4194	-0.5713	-0.1151	-0.2312	0.4215	-0.002	0.3217	0.4591	-0.1545	0.1581	-0.2755	-0.3487
AT4G33040	-0.4423	0.361	-0.8221	-0.4727	-1.0148	-0.2274	1.3853	-0.7693	-0.2772	-0.4179	0.7595	1.1349	0.8908	1.0917	1.4167	1.4545	-0.8365	-1.0334	1.1052	0.8879	0.4375	0.4718	0.4094	0.685	-0.0519	0.056	0.4464	0.5834
AT4G33050	0.4372	0.669	1.073	0.6562	0.8748	0.0629	0.9147	-0.5971	-0.5131	-0.9231	-0.8417	-1.6045	-1.1481	-1.3539	1.341	0.8854	2.457	2.3591	0.5875	0.7098	0.4989	0.0449	-0.0861	0.1759	-0.3816	0.3102	2.5849	2.8178
AT4G33060	0.0077	0.0002	0.1786	0.1252	0.1579	0.2122	-0.1267	0.0446	0.0378	0.2776	-0.3366	-0.5878	-0.5314	-0.3355	0.1649	-0.0578	0.3149	0.16	0.3011	0.2022	-0.034	0.0445	-0.1789	-0.0332	-0.0959	0.026	0.3817	0.4093
AT4G33070	-0.4424	0.6384	-0.1559	0.2807	-0.8528	0.9759	-0.1016	-0.1801	2.2676	1.209	2.1149	1.9758	3.016	3.6629	3.9093	4.7369	0.0464	0.1356	0.0117	0.42	0.4485	0.6903	0.3993	0.1624	-0.3084	-0.3703	0.2462	1.3818
AT4G33080	-0.23	0.0272	0.0113	-0.0615	-0.3351	0.0844	0.1891	-0.0983	-0.0455	0.0631	0.0236	0.0019	-0.0493	-0.1758	0.2734	-0.1086	-0.3265	-0.3523	0.1758	0.2092	0.1622	0.002	-0.0005	-0.0316	-0.1441	-0.1302	-0.2284	-0.1516
AT4G33090	-0.0443	-0.0587	-0.185	-0.1428	0.036	0.0242	0.0883	0.1053	0.1556	0.0802	-0.0379	-0.9494	-0.3438	-0.1255	-0.1636	-0.0497	-0.1627	0.0058	0.0808	-0.081	-0.0846	0.0893	0.2303	0.0922	0.094	-0.0466	0.1019	0.2557
AT4G33100	-0.1733	-0.4605	-0.0328	-0.2551	0.1375	0.0614	0.0292	-0.1522	0.4633	0.4342	-0.2268	1.1661	0.2373	-0.5019	0.2324	-0.0921	0.1916	-0.1457	0.0002	0.2365	-0.2793	0.2159	0.0896	-0.1935	-0.1425	0.2352	0.1763	-0.1731
AT4G33110	0.6679	0.6402	0.617	0.6399	0.3111	0.209	0.2785	0.0882	0.5576	0.9421	0.5962	0.6597	0.5996	0.2791	0.3803	0.746	-0.0266	-0.1372	-0.5169	-0.4322	0.2763	0.031	0.1715	-0.0273	0.2772	0.1119	0.0215	-0.1453
AT4G33120	0.3077	0.7617	0.7781	0.8635	0.8104	1.1662	0.7361	0.7529	-0.6643	-0.3081	-0.2617	0.7047	-0.6737	-0.0822	-1.0843	-0.867	0.6808	0.884	0.9804	0.9861	0.5302	0.0141	0.3916	0.0932	0.2941	-0.2903	-0.902	-0.3461
AT4G33130	-0.0972	-0.3345	0.2498	0.2325	-0.6094	0.2378	-0.29	0.0305	-0.0063	0.2233	0.0213	-0.1323	-0.0132	-0.1017	0.6514	0.3753	0.1804	-0.3783	0.0135	-0.0299	-0.1338	-0.0733	-0.0358	-0.0236	0.0347	0.2065	-0.2391	-0.0401
AT4G33140	-0.1444	-0.2057	0.0452	-0.1337	-0.2955	-0.172	-0.2826	-0.3805	-0.0655	-0.3579	-0.13	-0.8773	-0.0898	-0.0075	-0.3333	0.0178	-0.1338	-0.2865	-0.1403	-0.2671	-0.3836	-0.1739	0.0636	0.112	-0.081	-0.0971	-0.0965	-0.2739
AT4G33150	-0.528	-0.8144	-0.6591	-1.1194	1.015	0.3552	1.1711	1.2777	-0.0954	-0.3906	-0.9967	-1.7611	-1.4179	-1.3262	-0.8576	-0.672	0.731	1.1458	0.3498	0.434	0.8106	0.0088	0.4536	-0.1266	-0.0894	-0.2495	-0.3303	-0.4149
AT4G33160	-0.0228	0.2881	-0.038	0.5423	0.4435	0.3817	0.3395	0.1326	-0.5275	-0.0697	-0.4635	-0.2742	-0.6756	-0.2035	-0.3173	-0.2681	-0.0932	-0.0988	-0.5633	0.0841	-0.1287	-0.1267	0.0141	0.0527	-0.3385	-0.2972	0.1022	-0.3966
AT4G33170	0.0972	0.0784	0.3637	0.1533	0.0153	-0.1684	-0.2094	-0.3091	0.167	0.286	-0.2621	-0.1172	-0.3664	0.1811	0.2302	0.434	-0.2235	-0.3233	-0.2228	-0.0535	-0.074	0.2691	0.108	0.1156	-0.1772	-0.0592	0.2129	0.1428
AT4G33180	-0.2709	0.0359	-0.1751	-0.1473	-0.0865	0.0593	0.214	-0.1681	-0.451	-0.454	-0.2228	-0.0809	-0.2313	-0.1418	-0.2526	-0.2557	-0.0088	-0.0589	0.4583	0.5911	-0.0827	-0.0385	0.1	-0.1205	-0.1588	0.2681	0.1097	0.1241
AT4G33200	0.1917	0.2441	0.2043	0.2168	0.3175	0.4042	-0.2485	-0.0637	0.5155	0.574	-0.224	-1.961	-0.6001	-0.1346	-0.2453	-0.1107	0.0233	-0.1888	-0.4806	-0.5172	-0.1821	0.0359	0.0233	-0.2258	0.1876	0.282	-0.1459	0.0552
AT4G33210	-0.1873	-0.0907	-0.0298	-0.2074	0.3731	0.6433	0.0767	0.2337	0.1317	-0.1891	-0.5019	-2.4652	-0.8479	-0.6442	-0.4735	-0.5354	0.0343	-0.0969	-0.0198	-0.1552	-0.2094	-0.1455	-0.0402	-0.1469	-0.0903	0.0315	-0.1671	0.2681
AT4G33220	0.6065	0.777	0.1489	0.4371	-0.4575	-0.1971	0.4197	-0.4271	0.1875	0.3205	1.1013	1.0529	0.8274	1.0951	0.6684	1.1329	-0.908	-0.7474	0.6018	0.4889	-0.0033	0.0035	-0.1546	0.0217	0.0342	0.1124	0.473	0.7269
AT4G33240	-0.1494	0.3409	-0.1769	-0.02	-0.0378	0.2088	0.4089	0.3031	-0.0297	-0.0731	-0.5896	-2.5622	-0.9613	-0.76	-0.4833	-0.345	-0.0425	0.0015	0.126	0.1517	0.1181	0.0067	0.0816	-0.1508	-0.0634	-0.14	-0.104	0.0831
AT4G33250	0.1259	0.1534	0.1141	0.0664	0.1846	0.1634	0.1562	0.2349	0.2389	0.2842	0.2124	0.6134	0.0576	0.2907	0.0741	0.2452	0.0126	-0.1069	0.0483	0.0337	-0.2016	-0.0399	-0.2309	-0.0009	-0.0798	0.0283	0.0169	-0.0826
AT4G33260	-0.7743	-0.3202	-0.6164	-0.7077	-0.8311	-0.1197	-1.4392	-1.8118	-2.3683	-2.007	-1.2906	-3.5155	-0.2149	-0.185	-0.3498	-0.4535	-0.4342	-0.8324	-1.6704	-1.1654	-3.7201	-2.0221	-1.5678	-1.7574	0.2427	0.2674	-0.5784	-0.424
AT4G33270	-0.4228	-0.3335	-0.3003	-0.478	-1.1837	-0.3123	-2.0924	-1.6522	-2.1996	-2.7909	-1.7787	-3.0296	-0.2629	-0.4039	-0.4046	-0.3408	-0.2385	-0.8022	-1.984	-1.7825	-3.2587	-2.716	-1.4596	-1.4414	0.3701	0.1662	-0.6144	-0.547
AT4G33280	0.1872	0.3627	0.377	0.1773	-0.0334	0.2553	0.1219	-0.2903	1.0446	0.5124	0.0131	-0.1089	-0.158	0.0713	0.359	0.1189	0.1726	-0.1136	-0.2348	-0.1825	-0.2489	0.3044	-0.2915	-0.0076	0.0871	-0.3228	-0.3117	-0.5977
AT4G33300	0.4885	0.2504	0.6148	0.4613	0.5586	0.6111	0.0977	0.0795	-0.2541	-0.3708	-0.5724	-1.0111	-0.9304	-0.763	0.2984	0.0113	1.6322	1.4538	0.4602	0.4828	-0.0005	0.0728	-0.1537	0.0919	-0.2068	0.1	1.5522	1.6723
AT4G33330	-0.1011	0.4897	0.3414	0.0081	0.0835	0.073	-0.3923	-0.6488	0.148	0.1539	0.5021	0.0475	0.1424	0.149	0.1335	-0.0992	-0.5094	-0.4277	0.2927	0.5778	-0.175	-0.0215	0.4416	0.4362	-0.1931	-0.1566	-0.2693	-0.3017
AT4G33350	-0.2076	-0.1483	-0.0888	-0.0632	-0.1975	-0.1818	0.2427	-0.0754	0.1307	0.3095	-0.1591	0.3503	-0.2338	-0.1798	0.0765	-0.0334	0.033	-0.1937	0.0497	0.0529	-0.198	0.0543	0.2007	0.031	-0.0682	0.0958	-0.0857	-0.0207
AT4G33360	-0.7777	-0.578	-0.3807	-0.6789	-0.4636	-0.4063	-0.4164	-0.4152	0.02	0.055	0.0372	-0.5643	-0.1074	-0.2102	-0.0057	0.0148	0.0422	-0.1074	0.1905	0.0711	-0.3225	0.0287	-0.0584	0.0594	0.0581	0.0389	0.218	0.2028
AT4G33380	0.0754	0.0779	0.013	0.0017	0.0726	0.1022	0.3621	0.3132	0.1718	0.0016	0.2622	0.0445	0.1548	0.2175	0.255	0.1973	0.063	-0.2382	0.0459	0.3496	-0.0289	0.2316	-0.0023	-0.0171	-0.1504	0.1619	0.0444	0.0779
AT4G33400	-0.0396	-0.0496	-0.223	-0.0502	-0.4487	-0.1958	-1.0093	-0.9015	-0.6119	-0.2152	-0.1583	-0.3354	0.4404	0.8216	-0.3707	0.078	-0.175	-0.3906	-0.7792	-0.4083	-0.5899	-0.351	-0.3479	0.0389	0.4982	0.5907	-0.4301	-0.2709
AT4G33410	-0.1279	0.0831	-0.0386	0.089	0.1156	0.1559	-0.0498	0.1848	0.0472	0.1688	0.0965	-0.349	-0.0462	0.0032	-0.2644	-0.0935	0.1437	0.065	-0.1981	-0.2413	-0.1357	-0.304	-0.2197	-0.2052	-0.0011	-0.075	-0.021	-0.1477
AT4G33420	-0.1233	-0.3346	0.2255	-0.1208	0.3091	0.9058	0.6663	0.6217	0.2714	0.8484	0.0222	0.0037	-0.5395	0.0138	-0.1952	-0.0853	0.6983	0.7003	0.3203	0.1996	0.2948	0.58	-0.0398	0.1267	-0.0027	-0.0771	0.3141	0.0968
AT4G33430	-0.1854	-0.1151	0.2036	0.1362	0.2376	0.3043	0.3134	0.0705	-0.207	-0.0585	-0.5877	-1.0541	-0.7622	-0.5145	-0.431	-0.5461	0.6026	0.7354	0.2384	0.3631	0.0221	0.0319	0.0503	0.0771	-0.0609	-0.0009	0.277	0.5857
AT4G33440	0.1709	0.4159	0.3214	0.259	-0.7066	-0.3763	0.4249	-0.3805	-0.5258	-0.2397	-0.0749	-0.5721	0.2587	0.2761	0.1885	0.1677	-0.2484	-0.4478	-0.0431	0.0438	-0.0281	-0.0831	0.1075	0.0368	-0.1731	-0.2485	-0.0302	-0.1704
AT4G33460	-0.0235	-0.0786	0.2118	-0.0844	-0.2314	-0.1224	0.0765	-0.1256	0.1264	0.3309	0.1808	-1.6054	-0.151	0.1433	0.0589	-0.0586	-0.1536	-0.3425	-0.0566	-0.1408	-0.031	-0.1401	0.0696	0.1257	-0.2047	-0.0647	-0.0585	-0.1393
AT4G33470	-0.3105	-0.4958	-0.3305	-0.5477	-0.6302	-0.7332	-0.3545	-0.8625	-0.2002	-0.1941	-0.2179	-1.1552	0.0158	0.013	-0.0451	-0.2591	-0.203	-0.5091	-0.2637	-0.3492	-0.4818	-0.2508	-0.0316	-0.2512	-0.0159	0.095	-0.2783	-0.4791
AT4G33480	-0.2128	-0.3843	-0.1603	-0.4413	0.0399	-0.3009	-0.0913	-0.3879	0.3109	0.1147	-0.3648	-0.2953	-0.3163	-0.3705	-0.3285	-0.4179	-0.0796	-0.2337	-0.0057	-0.1294	-0.4701	-0.0979	0.092	0.0502	-0.2955	-0.1818	-0.2601	-0.2391
AT4G33490	-0.1689	-0.5191	-0.0349	-0.6141	0.0208	-0.0049	0.2496	0.5082	0.6301	-0.146	-0.0316	0.133	0.5823	0.8935	0.7321	-0.1749	-0.3115	-0.5401	-0.2689	-0.3392	-0.635	-0.1089	-0.0216	0.173	-0.36	-0.1875	0.0614	0.0383
AT4G33495	0.0021	-0.079	-0.1345	-0.234	0.068	0.0029	0.5307	0.0945	0.3805	0.1915	-0.2829	-0.5264	-0.4593	0.0026	-0.1429	-0.0117	0.1415	-0.1482	0.0839	0.5861	-0.0476	0.1792	-0.2194	0.0238	-0.2585	-0.0516	0.2586	0.0782
AT4G33500	-0.5053	-0.2629	-0.4733	-0.5631	-0.4379	-0.2734	-0.2165	-0.4169	-0.181	-0.1396	-0.3537	-1.7286	-0.0778	-0.0308	-0.3665	-0.2295	-0.3128	-0.6355	-0.2171	-0.3165	-0.4648	-0.3273	0.129	-0.0908	0.0845	0.0383	-0.2645	-0.266
AT4G33510	-0.2347	-0.3096	-0.3639	-0.184	-0.2475	-0.2453	-0.1878	-0.2187	-0.2664	-0.1531	-0.2203	-0.2522	-0.1307	-0.0313	-0.3767	-0.2393	-0.1047	-0.149	-0.107	-0.1883	-0.2188	-0.1011	0.1594	0.0109	-0.0562	-0.1776	0.0477	-0.2412
AT4G33520	-0.0086	-0.2884	0.0352	-0.2509	-0.1783	-0.2111	-0.1754	-0.3975	-0.0218	-0.0084	-0.1547	-0.4925	0.1155	-0.2409	-0.1072	-0.1234	-0.1212	-0.3503	-0.0591	-0.2554	-0.308	-0.1215	-0.0816	-0.0728	-0.103	0.0301	-0.1589	-0.4611
AT4G33530	0.1907	0.2114	0.2103	0.099	-0.0743	-0.057	0.1805	-0.2831	0.0689	-0.1936	0.1451	-1.2883	0.0014	0.1476	-0.4128	0.0527	-0.2309	-0.1639	-0.0897	-0.1646	-0.0116	-0.0162	0.1815	0.1645	-0.0046	-0.0729	-0.1928	0.117
AT4G33540	0.0077	-0.1365	0.0312	-0.1936	0.4059	0.0144	0.9823	0.3045	-0.0356	-0.5089	-0.127	-0.0471	-0.2587	-0.5286	0.0275	-0.3411	0.0123	-0.2365	0.4006	0.1772	0.2622	0.3564	0.2806	0.3857	-0.115	0.0906	0.3177	0.5746
AT4G33550	0.6729	1.6532	1.2701	0.6467	0.0289	-0.0738	-0.123	-0.3213	0.5985	0.1465	0.8991	2.5669	2.3081	2.0028	2.924	1.6774	-0.2041	0.0277	0.5521	0.4098	1.144	0.5652	1.3751	0.8631	0.8023	0.3241	-0.3204	0.5755
AT4G33560	-0.0765	-0.2444	-0.4186	-0.4218	-0.0085	0.1431	0.4514	-0.6761	1.0518	-0.1193	1.0836	2.1047	1.6538	1.4845	1.808	1.9897	0.8971	1.2033	-0.0313	0.4725	-0.1156	-0.8862	-0.1658	-0.691	-0.5933	-0.4766	-0.5046	0.1783
AT4G33565	-0.7298	-0.1131	-0.5741	-0.5532	0.0116	0.3638	0.3728	0.2342	0.1067	-0.3366	-0.4456	-1.0657	-0.6453	-0.5421	-0.6284	-0.4805	0.5621	0.6157	0.4567	0.6718	0.4626	0.1158	0.2709	0.183	-0.054	0.1366	-0.0298	0.4553
AT4G33580	0.3755	0.5203	0.2976	0.412	-0.1821	0.0636	0.3587	0.2148	0.3927	0.3644	0.5956	0.6744	0.2817	0.3188	-0.0294	0.0426	-0.3491	-0.5948	-0.0725	0.1077	0.2353	0.2707	0.1734	0.2885	0.0446	0.0293	-0.3862	-0.2936
AT4G33610	1.148	1.5253	1.3767	1.4728	-0.5883	0.6088	-0.4887	-0.5861	-1.1034	-0.4394	-0.6796	-0.0141	0.626	0.5781	-1.2587	-1.3168	-0.5373	-0.1109	-0.206	-0.2235	0.7144	0.401	1.2727	1.3853	-0.2364	-0.4107	-0.6903	-0.2266
AT4G33620	-0.329	-0.1576	-0.3595	-0.1339	0.3186	0.2616	0.2485	0.1539	0.243	0.4184	-0.2356	-1.5007	-0.384	-0.3442	-0.3183	-0.2243	0.1813	-0.0129	-0.008	-0.021	0.1432	0.0754	-0.2205	-0.0129	-0.1158	0.1866	0.2473	0.1728
AT4G33625	-0.0272	-0.2289	-0.1135	-0.3046	-0.2495	-0.2973	0.0645	-0.2229	-0.0642	-0.4728	0.3074	0.4677	0.4313	0.4791	0.1406	0.0363	-0.292	-0.1503	-0.0909	-0.145	-0.2499	0.1239	-0.0144	0.0547	-0.2036	-0.1593	-0.0652	0.0325
AT4G33630	-0.1121	0.0493	-0.1405	-0.0253	-0.0222	0.1818	0.1213	0.1574	-0.3467	-0.1164	0.002	-1.7514	-0.0378	-0.1359	-0.2069	-0.3248	-0.31	-0.2502	-0.1514	-0.1429	-0.0109	-0.273	0.0922	-0.0792	-0.4069	-0.2017	-0.0899	-0.3645
AT4G33640	0.0463	-0.4593	0.1057	-0.3075	0.2642	0.0927	0.3119	0.2469	0.2508	-0.2602	0.3249	1.2055	0.648	0.2146	0.3635	0.1904	0.1057	0.0317	0.079	0.2635	-0.1088	0.0236	-0.224	0.14	-0.0934	0.1348	-0.0724	0.0567
AT4G33650	0.0357	0.2856	-0.0249	0.2392	0.0959	0.2364	0.4475	0.3012	0.1083	0.2701	-0.2116	-1.3661	-0.5174	-0.2547	-0.227	-0.1375	-0.1875	-0.2329	0.1861	0.025	0.0632	0.2321	0.0922	0.0283	0.0984	0.0902	0.0496	0.023
AT4G33660	0.5631	0.353	0.7243	0.6786	0.2159	-0.3433	-0.1748	0.1492	0.1722	0.723	0.7232	1.4776	0.7876	0.6543	0.3119	0.0934	0.2197	-0.0019	-0.7953	-0.4879	0.959	0.0771	0.1791	-0.2687	-0.3147	-0.2445	0.2164	-0.5301
AT4G33666	0.7452	0.4914	0.6726	0.6491	0.3227	0.1483	-1.147	0.1951	0.1248	1.0803	0.5072	1.4625	0.1814	-0.1848	0.1387	0.1567	0.2212	0.433	-0.8628	-0.9263	0.7986	-0.0786	-0.4696	-0.5375	0.2216	0.0286	-0.2865	-0.4268
AT4G33670	-0.1029	-0.6032	-0.1453	-0.4635	0.3789	0.1069	0.1505	0.568	0.2194	0.0037	0.2184	0.4517	0.4122	0.2059	0.1632	-0.1489	0.3178	0.1332	-0.0323	-0.1712	-0.3179	-0.272	-0.1247	0.036	-0.4904	-0.1324	-0.0009	-0.5051
AT4G33680	-0.0644	-0.0924	-0.0992	-0.055	-0.3691	-0.2706	-0.2951	-0.3538	0.3419	0.4408	0.024	-0.2087	-0.1536	0.0231	0.1407	0.4124	-0.2083	-0.2357	-0.2165	-0.2744	-0.1666	-0.0691	-0.0993	-0.0804	-0.0617	-0.1165	-0.1943	-0.2247
AT4G33690	0.2563	0.1082	0.4187	0.1181	0.583	0.3782	-0.1249	0.203	0.2851	0.0651	-0.0861	0.7657	-0.1514	-0.3015	0.0628	-0.0192	0.1409	0.4708	0.1252	0.0463	0.4	-0.1472	-0.0506	-0.2766	0.013	0.0105	-0.1389	0.3032
AT4G33700	0.0094	0.0642	-0.0291	-0.1408	-0.7022	-0.117	0.053	-0.5627	-0.0389	0.2171	0.1057	0.0373	0.4454	0.4912	0.1337	0.2222	-0.409	-0.4588	0.1591	0.1186	-0.0275	0.1118	0.3154	0.4004	-0.099	0.0084	-0.0135	0.0548
AT4G33730	-0.5602	-0.7976	-0.2503	-0.3566	-0.0624	0.1735	-1.257	-0.1975	-0.5659	-0.6219	0.0566	0.6568	0.373	-0.0066	-0.5505	-0.2783	0.3616	0.4121	0.8333	-0.066	0.6666	0.2434	-0.0813	0.0823	0.4014	-0.4063	-0.4884	-0.0743
AT4G33740	-0.6031	-0.5235	-0.6069	-0.5385	0.013	0.2123	0.1855	0.3203	0.2755	-0.136	0.19	0.5483	-0.2991	0.0043	-0.3387	-0.1381	0.1692	0.26	0.086	-0.0013	0.1287	-0.2349	-0.1852	-0.2574	-0.189	-0.2693	0.0071	-0.202
AT4G33760	0.0215	-0.126	-0.1294	-0.0222	-0.1294	-0.2095	-0.1313	-0.4592	0.2015	0.3148	-0.412	-1.0528	-0.5153	-0.4112	-0.4225	-0.2446	-0.2115	-0.1696	-0.0959	-0.1843	-0.2516	0.0706	-0.0114	-0.2175	-0.1121	-0.1887	-0.1582	-0.4488
AT4G33770	0.0845	0.6041	0.2365	0.4588	0.2962	-0.1277	0.0949	-0.3585	0.3294	0.5396	0.1489	-0.3736	0.2429	0.1218	-0.1197	0.1181	-0.4427	-0.4533	0.3135	-0.0668	0.1984	-0.3191	0.0762	-0.1205	0.053	0.4457	-0.1942	-0.4251
AT4G33780	-0.4855	-0.3986	-0.355	-0.52	-0.3335	-0.1801	0.1456	-0.1304	-0.4122	-0.3592	-0.2377	-0.6513	-0.1507	-0.3978	0.0185	-0.2837	0.2014	0.0491	0.4911	0.4263	-0.1284	0.1005	0.0061	0.0568	-0.2488	0.0108	-0.0451	0.3185
AT4G33790	-0.3944	0.0264	0.2076	-0.2853	-1.1667	-0.963	-0.6319	-1.0239	-0.1454	-0.0974	0.4561	0.071	-0.1922	-0.3034	-0.6023	-0.8022	-0.3046	0.017	-0.3946	-0.1581	0.3921	0.3723	0.219	0.6726	0.6247	0.1611	-1.4665	-0.4046
AT4G33810	-0.3433	0.1228	-0.6079	-0.2959	-0.5729	-0.0663	-0.7524	-1.1543	0.6017	0.4576	0.5919	-0.3239	-0.1875	0.4482	0.1957	0.773	-0.5758	-0.4749	-0.7974	-0.4684	-0.7434	0.3622	0.1584	0.2774	-0.401	-0.552	0.4001	0.4522
AT4G33865	0.4552	-0.4332	0.7186	-0.1949	0.2955	-0.366	0.1633	-0.4819	0.8895	0.126	0.4181	1.682	0.7344	0.3092	0.3775	0.2272	0.0548	-0.1737	-0.0861	0.1132	-0.1246	-0.0311	-0.1274	-0.0075	-0.0937	0.0896	-0.196	-0.3242
AT4G33880	-0.1891	0.0331	0.0825	-0.1382	-0.1986	0.4993	-0.5358	0.7282	0.0693	0.3312	0.4548	0.4588	0.5304	0.1661	-0.3344	0.1231	0.2154	0.1279	-0.2905	-0.4489	-0.4983	-0.0607	0.0241	-0.2066	-0.2242	-0.5362	-0.0909	-0.4749
AT4G33890	-0.2093	-0.192	-0.055	-0.1325	-0.0608	0.0083	0.1824	0.1979	-0.0289	-0.1806	-0.2515	-0.4968	-0.2076	-0.2124	-0.0221	0.0335	0.1551	-0.131	0.2795	0.263	-0.1583	-0.1215	-0.1333	0.1457	-0.1617	0.0698	0.2649	0.1267
AT4G33910	-0.1786	-0.1914	0.1302	-0.1897	0.3806	0.5616	0.5045	0.3238	0.1676	-0.0396	0.0389	-0.3518	-0.2545	-0.4266	-0.0397	0.0349	0.3516	0.4701	0.2762	0.0415	-0.0211	-0.1896	0.0281	0.2546	0.1371	0.0521	0.1401	0.159
AT4G33920	0.9224	0.8747	1.1504	1.0387	0.2895	0.199	0.6749	-0.1155	-0.0661	-0.2267	-0.1607	-1.1032	-0.3791	-0.0965	0.1403	0.1426	1.5008	1.5053	0.2615	0.3022	0.1869	0.1832	0.0874	0.1552	-0.0258	0.2291	0.2878	0.7057
AT4G33925	0.0188	-0.2304	-0.058	-0.3267	0.0588	0.2529	0.2701	0.0588	0.3868	0.2648	0.7601	0.3926	0.6579	0.3196	0.5101	-0.0126	0.2447	0.0676	-0.1235	-0.4114	-0.564	-0.2766	-0.1803	-0.4103	0.2404	0.1118	-0.2005	-0.3505
AT4G33940	0.7044	0.1536	1.2525	0.3376	1.1423	0.6142	0.1763	0.5841	0.0394	-0.2829	-0.4203	-0.0006	-0.2227	-0.1643	0.1038	-0.3177	1.5101	1.3495	-0.3233	-0.2478	0.1428	0.0353	-0.2952	-0.177	-0.1396	0.179	0.3529	0.3921
AT4G33945	-0.0908	-0.0149	-0.0951	-0.1853	-0.0876	0.1393	0.0717	0.0806	0.0196	-0.1354	-0.0715	-0.1615	0.0272	-0.0599	0.1007	0.0281	0.1075	-0.0696	0.1756	0.2304	-0.2297	0.012	-0.0784	-0.0175	0.0917	0.1525	-0.1336	0.0674
AT4G33950	0.1424	0.1211	0.1138	-0.076	0.0796	0.2484	0.5706	0.095	-0.1659	-0.0667	-0.0891	-0.9478	-0.103	-0.0723	0.0279	-0.0706	-0.0777	-0.2924	0.0991	0.3323	0.152	0.2908	0.0605	-0.008	-0.0364	-0.0502	-0.349	0.1625
AT4G33960	0.8372	0.2912	0.608	0.4144	0.4425	0.5226	-0.8618	-0.1654	-0.3264	0.1708	0.4438	1.7057	1.339	0.9559	0.2657	-0.0819	-0.2332	-0.1137	-0.8082	-0.7164	0.1018	-0.4507	-0.1749	-0.4626	-0.5437	-0.451	-0.0625	-0.6293
AT4G33980	-0.2438	-1.5893	-0.457	-1.7055	0.4077	0.0694	-0.9625	-0.7357	-0.8485	-1.2563	-1.3003	-0.8201	-0.3721	-0.1595	-0.6468	-1.5813	0.6968	0.9299	-0.081	-0.0517	0.1059	-0.2576	-0.0539	0.1568	-0.7221	-0.0886	-0.0828	0.1172
AT4G33985	0.4555	0.0418	0.4398	-0.1389	-0.198	-0.1996	0.1309	-0.6509	-0.2892	-1.0439	-0.1499	0.3479	0.3815	0.5428	0.3356	-0.064	0.8889	0.8133	-0.3766	0.1385	-0.0671	-0.073	0.1785	0.1959	-0.1511	0.2365	0.4836	0.6394
AT4G33990	-0.1684	-0.0724	-0.0926	-0.1223	-0.0727	-0.0559	-0.0247	-0.199	-0.0817	0.0477	-0.2479	-0.8119	-0.6465	-0.2811	-0.3664	-0.3052	-0.0156	-0.3261	0.163	0.2486	0.1804	0.4403	0.1183	0.2516	0.0237	-0.07	0.0597	-0.0182
AT4G34000	0.0118	0.2481	0.0181	-0.0794	0.3323	0.6512	0.6741	0.4642	-0.1371	-0.1641	-0.1355	0.3334	0.0228	-0.3392	1.1677	-0.2553	-0.5492	-0.3759	0.7474	0.547	0.7114	0.4569	0.2269	0.0812	0.3547	0.2933	-0.4989	-0.124
AT4G34020	0.0272	-0.3387	0.0981	-0.1385	0.8167	0.4965	0.0785	0.5896	0.4081	0.2692	-0.2853	-0.9156	-0.219	-0.3332	-0.5001	-0.3177	-0.025	-0.2693	-0.0133	-0.0685	-0.1586	0.0389	0.0352	-0.0029	-0.1074	0.1439	-0.1351	-0.4721
AT4G34030	-0.6151	-1.1854	-0.4385	-1.1768	1.7375	0.8385	1.2941	1.5575	0.3803	-0.6071	-0.7285	-1.4803	-0.9443	-0.9112	-1.0808	-1.3572	0.4737	0.8286	0.2469	0.2622	0.0674	-0.035	-0.0033	-0.1117	-0.0845	0.0105	-0.0736	-0.0719
AT4G34040	-0.0274	0.0759	-0.0675	-0.0197	-0.2217	0.0405	0.1554	-0.0788	-0.0649	0.0262	-0.0493	-0.9026	-0.4623	-0.2753	-0.2781	-0.1859	-0.207	-0.1972	0.2374	0.1329	-0.0123	0.0516	0.0343	0.0606	-0.0422	0.0731	-0.0633	0.0565
AT4G34050	0.3542	0.7147	0.318	0.7088	-0.3783	-0.1174	-0.0397	-0.2601	0.5357	0.7586	0.5715	0.5872	0.4356	0.4524	0.6756	0.4146	-0.307	-0.3685	0.0666	0.1276	0.2597	0.3132	0.0762	0.3313	0.2111	0.0172	0.1458	0.7035
AT4G34060	-0.065	0.581	0.2195	0.4723	-0.6147	-0.0008	0.0976	-0.7379	0.0057	0.1819	0.0986	-1.0261	0.1213	-0.4296	0.5205	-0.0818	-0.317	-0.5936	-0.0562	0.0529	0.0981	0.0056	0.1057	-0.2558	-0.0694	0.2269	-0.1733	-0.5573
